Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,nan,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-06-06 10:58:50-07:00,797.462465,7.2,-0.72,7.17,-0.34,20.94,860.99,58.34,,2.0,-0.40708,-0.145508,-0.0951358,34.0618388,-106.88479,1414.65872,-13.9419179,3.70465614,-1.94281106,,1.95862,5.23015,15748.6,30.3353,11819.0,0.00376209,-1.0,14.0,-1232.0,90.0,,0.0,,2023-06-06 17:58:50+00:00,1.0198885112794607,0.013726735448494632,7.219069549013273,6.6397916927666,-2.8333957418896403,-0.4351358,156.8906220734579,0.36003072452662827,0.37268419746709597,7.1766093727419245,152.939239496325,6.326455731490479,-3.071844555235729,-0.46218660000000006,0.35812911337537795,0.3537138883724763,0.3365872559825466,-0.9416522814235304,-6.9912652025346995,0.31625466623175674,1.955772660845593,0.002847339154407047,0.002847339154407047,0.005099019513592785,True,4.4510539526875625,,0.7790960473124375,0.7071067811865476,False
2023-06-06 10:58:50.200000-07:00,797.662465,6.28,-2.29,5.84,-0.62,20.46,860.76,56.54,,2.0,-0.390181,-0.112739,-0.0140533,34.0618385,-106.884791,1414.6412599999999,-14.0417888,4.34256499,-1.30322239,,,,,,,,,,,,,,,2023-06-06 17:58:50.200000+00:00,1.0212829544991202,0.013753978146797333,6.4188672650948915,4.997134490961232,-4.028709948128855,-0.6340533,141.1241000723849,0.3262752880841139,0.298239261067113,,,,,,,,0.27758520420606736,-0.960701022382029,,,,,,,,,,,,
2023-06-06 10:58:50.400000-07:00,797.862465,7.74,-0.03,7.74,-0.22,21.15,861.09,59.12,,2.0,-0.362492,-0.0711115,0.0912101,34.0618383,-106.884792,1414.6862999999998,-13.9292257,4.75568263,-1.66480716,,,,,,,,,,,,,,,2023-06-06 17:58:50.400000+00:00,1.0192791328882036,0.013714848614670995,7.768490652133057,7.434062961609861,-2.2548070638303184,-0.1287899,163.1270558122677,0.37546660773853224,0.405743214917239,,,,,,,,0.192504754314247,-0.9812960407371526,,,,,,,,,,,,
2023-06-06 10:58:50.600000-07:00,798.062465,8.44,0.76,8.41,-0.07,21.39,861.21,60.03,,2.0,-0.29057,-0.0909702,0.0275834,34.0618383,-106.884793,1414.7243899999999,-13.8601875,4.65815294,-2.87056706,,,,,,,,,,,,,,,2023-06-06 17:58:50.600000+00:00,1.0185905229890144,0.013701312370223009,8.403671811123454,8.256217915240578,-1.567343499406394,-0.042416600000000006,169.25099435209296,0.39455971727787703,0.44506471293770156,,,,,,,,0.29877486014578114,-0.9543236258968281,,,,,,,,,,,,
2023-06-06 10:58:50.800000-07:00,798.262465,7.14,-0.8,7.09,-0.35,20.91,860.98,58.24,,2.0,-0.199358,-0.0801033,-0.00977351,34.0618383,-106.884794,1414.77688,-13.9280948,4.00062289,-3.57349567,,,,,,,,,,,,,,,2023-06-06 17:58:50.800000+00:00,1.0199807135601386,0.013728452723181366,7.132508754269087,6.608877359159146,-2.682428224821457,-0.35977350999999996,157.90862318759812,0.3579671632515396,0.36832865608870885,,,,,,,,0.37283510579932816,-0.9278976149789393,,,,,,,,,,,,
2023-06-06 10:58:51-07:00,798.462465,6.16,-2.61,5.57,-0.67,20.36,860.71,56.17,,2.0,-0.140564,-0.131378,-0.134947,34.0618383,-106.884794,1414.73135,-14.0377038,3.53047038,-3.4151962,,1.95615,4.76967,15738.9,30.3358,11877.0,-0.0051739,-1.0,13.0,-1255.0,90.0,,0.0,,2023-06-06 17:58:51+00:00,1.0215715648770938,0.013759658994059653,6.14102382730413,4.639198774671579,-4.023680948659173,-0.8049470000000001,139.06416883272914,0.3199753234271374,0.2838497461604899,7.90551733302559,162.6188105457507,7.438834525349496,-2.0350848088654927,-0.25516286200000005,0.409587819667796,0.37803761761181853,0.6828317785188592,-0.7305756375932417,-6.8242518557821645,0.2778198885592559,1.9557816454588994,0.00036835454110062393,0.00036835454110062393,0.005099019513592785,True,4.466600933004436,,0.3030690669955636,0.7071067811865476,False
2023-06-06 10:58:51.200000-07:00,798.662465,8.24,0.55,8.22,-0.11,21.32,861.18,59.78,,2.0,-0.124478,-0.156955,-0.0445551,34.0618382,-106.884794,1414.7196299999998,-13.9926555,2.48360196,-2.38699076,,,,,,,,,,,,,,,2023-06-06 17:58:51.200000+00:00,1.0187971667169418,0.013705277925229022,8.107247758512182,7.9521193478611885,-1.5783738768975288,-0.1545551,168.77357386688232,0.38849123738584534,0.4337313794900679,,,,,,,,0.7835063110220004,-0.6213838271058367,,,,,,,,,,,,
2023-06-06 10:58:51.400000-07:00,798.862465,9.87,2.21,9.62,0.18,21.83,861.42,61.69,,2.0,-0.146081,-0.131232,-0.0941221,34.061838,-106.884795,1414.73,-13.9685415,2.18525726,-2.33244706,,,,,,,,,,,,,,,2023-06-06 17:58:51.400000+00:00,1.0173191719693198,0.013676525782488659,9.743134513919093,9.737759229814989,-0.32359749454290865,0.0858779,178.096692489451,0.4291946467166934,0.5169646036620119,,,,,,,,0.6682866851617102,-0.743903828754479,,,,,,,,,,,,
2023-06-06 10:58:51.600000-07:00,799.062465,7.56,-0.25,7.56,-0.25,21.08,861.06,58.88,,2.0,-0.192637,-0.121474,0.120861,34.0618379,-106.884795,1414.7804199999998,-13.9365671,2.00310651,-2.80168261,,,,,,,,,,,,,,,2023-06-06 17:58:51.600000+00:00,1.0194861089995984,0.013718822123090387,7.502997127769035,7.155770146153436,-2.256084997230737,-0.129139,162.5008787851805,0.37051875643575677,0.3952152466488425,,,,,,,,0.5333918378184962,-0.8458682801409491,,,,,,,,,,,,
2023-06-06 10:58:51.800000-07:00,799.262465,9.88,2.22,9.62,0.18,21.83,861.42,61.69,,2.0,-0.242881,-0.157215,0.046326,34.0618377,-106.884796,1414.79324,-14.0298583,2.10232142,-3.55607615,,,,,,,,,,,,,,,2023-06-06 17:58:51.800000+00:00,1.0173191719693198,0.013676525782488659,9.723134705164021,9.714004878923028,-0.4212572931411994,0.226326,177.51686847457253,0.42877313408798506,0.5169978648982274,,,,,,,,0.5433894234777688,-0.8394807528779312,,,,,,,,,,,,
2023-06-06 10:58:52-07:00,799.462465,8.06,0.34,8.05,-0.15,21.26,861.15,59.55,,2.0,-0.223241,-0.175768,0.0608095,34.0618375,-106.884797,1414.8637899999999,-14.0706164,2.17452292,-3.55239656,,1.9589,3.86813,15713.9,30.3366,11828.0,-0.0197472,-1.0,15.0,-1241.0,90.0,,0.0,,2023-06-06 17:58:52+00:00,1.0189692969841082,0.013708661431684381,7.934190080347047,7.715366408981933,-1.850538680014745,-0.08919049999999999,166.51233678175393,0.3833567782523379,0.42344910254482543,7.82650124548137,158.4226958238973,7.051327494592728,-2.3578039242392608,-0.23365023599999998,0.39453545752512337,0.3710621688010702,0.6186141117248202,-0.785694966749127,-6.998763301615805,0.2743453987354973,1.9557904307175706,0.0031095692824294474,0.0031095692824294474,0.005099019513592785,True,4.48217204397648,,-0.6140420439764798,0.7071067811865476,False
2023-06-06 10:58:52.200000-07:00,799.662465,7.91,0.17,7.91,-0.18,21.21,861.12,59.35,,2.0,-0.216293,-0.111567,0.00366902,34.0618372,-106.884798,1414.88247,-14.0233364,2.3155549,-3.6767425,,,,,,,,,,,,,,,2023-06-06 17:58:52.200000+00:00,1.0191068751428347,0.013711462011509532,7.854454261814749,7.6038860563855115,-1.9680875469464942,-0.17633098,165.4887786350839,0.37971112294500375,0.41534673904087993,,,,,,,,0.45842195813698094,-0.8887346669832656,,,,,,,,,,,,
2023-06-06 10:58:52.400000-07:00,799.862465,5.96,-4.13,4.3,-0.94,19.9,860.48,54.43,,2.0,-0.2506,-0.113677,-0.0599167,34.0618371,-106.884799,1414.83938,-13.9074096,2.26223093,-3.38618597,,,,,,,,,,,,,,,2023-06-06 17:58:52.400000+00:00,1.0229017095901243,0.013785852292966602,6.117730052312002,3.0676099825197345,-5.293051103863128,-0.9999167,120.09461644289573,0.29295105228426727,0.22166833449284146,,,,,,,,0.4131038221966541,-0.9106839364381669,,,,,,,,,,,,
2023-06-06 10:58:52.600000-07:00,800.062465,5.97,-4.18,4.26,-0.95,19.88,860.48,54.37,,2.0,-0.268336,-0.114383,-0.120869,34.0618369,-106.8848,1414.7700399999999,-14.0349189,1.98365132,-2.99460247,,,,,,,,,,,,,,,2023-06-06 17:58:52.600000+00:00,1.022971525084073,0.013787034517090012,6.141848213062863,3.004742771068898,-5.356661306449446,-1.070869,119.2896245513295,0.29213461076074904,0.21909008743343408,,,,,,,,0.3921282604557208,-0.9199105539953166,,,,,,,,,,,,
2023-06-06 10:58:52.800000-07:00,800.262465,6.5,-1.82,6.24,-0.53,20.6,860.83,57.07,,2.0,-0.297497,-0.147612,-0.168766,34.0618366,-106.884801,1414.7415999999998,-14.0939287,1.67066146,-2.3995195,,,,,,,,,,,,,,,2023-06-06 17:58:52.800000+00:00,1.0208792300911043,0.013746032946221636,6.531369385492707,5.461358149163084,-3.5822274099115137,-0.698766,146.73823188923183,0.3357927334970092,0.31977618124653495,,,,,,,,0.4444738126686376,-0.8957918451581287,,,,,,,,,,,,
2023-06-06 10:58:53-07:00,800.462465,6.3,-5.42,3.22,-1.17,19.51,860.29,52.96,,2.0,-0.359274,-0.0994095,-0.00359569,34.0618362,-106.884802,1414.70254,-14.161823,2.40143092,-0.86714643,,1.95858,3.87813,15622.8,30.3366,11854.0,-0.0457107,-1.0,11.0,-1235.0,90.0,,0.0,,2023-06-06 17:58:53+00:00,1.024038668059949,0.013808159598375799,6.623361317391304,1.6966654899644265,-6.40236217000251,-1.17359569,104.84255747893886,0.2740452576893209,0.177726339459637,6.741757820739975,133.7045408617717,4.455522641804419,-4.424417672961403,-0.781590518,0.2800446113480169,0.3190727469075121,0.2666753658500021,-0.9637864126707575,-5.4740553851282145,0.2970500164649305,1.9557990163826369,,0.0027809836173631197,0.005099019513592785,False,4.497767095343686,,-0.6196370953436863,0.7071067811865476,False
2023-06-06 10:58:53.200000-07:00,800.662465,6.04,-3.03,5.23,-0.75,20.23,860.65,55.7,,2.0,-0.419593,-0.00788067,0.0177896,34.0618359,-106.884803,1414.67727,-13.9985194,2.36114194,-1.50367632,,,,,,,,,,,,,,,2023-06-06 17:58:53.200000+00:00,1.0219529896072765,0.013767071694170083,6.338010697943979,4.33385130255957,-4.624728369813198,-0.7322104,133.14031063608763,0.31234417863176833,0.2661757955595721,,,,,,,,0.018778388594462476,-0.999823670514854,,,,,,,,,,,,
2023-06-06 10:58:53.400000-07:00,800.862465,7.95,0.21,7.94,-0.17,21.22,861.13,59.4,,2.0,-0.450276,0.0235582,-0.0625115,34.0618359,-106.884805,1414.70425,-13.916787,2.65296353,-3.41474418,,,,,,,,,,,,,,,2023-06-06 17:58:53.400000+00:00,1.0190840894782993,0.013710918043963436,8.074199489809024,7.780995496266113,-2.1561091086303508,-0.2325115,164.51197975327074,0.38104695395871285,0.4174546530409063,,,,,,,,0.052248005226542445,0.9986341401884111,,,,,,,,,,,,
2023-06-06 10:58:53.600000-07:00,801.062465,6.01,-3.19,5.09,-0.78,20.19,860.62,55.51,,2.0,-0.445106,-0.0231,-0.0891349,34.061836,-106.884806,1414.7264599999999,-13.7943283,3.20174109,-3.47533949,,,,,,,,,,,,,,,2023-06-06 17:58:53.600000+00:00,1.0220567162096417,0.013769306873194201,6.3188520459138875,4.159478584070818,-4.756745640330828,-0.8691349,131.16767896463531,0.3095135498790526,0.2602116177270904,,,,,,,,0.05182800097317684,-0.9986560260245388,,,,,,,,,,,,
2023-06-06 10:58:53.800000-07:00,801.262465,7.34,-0.53,7.32,-0.3,20.99,861.02,58.55,,2.0,-0.417932,-0.110573,-0.0296054,34.0618359,-106.884807,1414.75381,-13.9335952,2.85464621,-3.16715669,,,,,,,,,,,,,,,2023-06-06 17:58:53.800000+00:00,1.019750673965537,0.013723928541505056,7.376351143320562,6.866416846636274,-2.694972333400871,-0.3296054,158.5706888416288,0.3640587073775881,0.3814433402512096,,,,,,,,0.25577137718554055,-0.9667372976215471,,,,,,,,,,,,
2023-06-06 10:58:54-07:00,801.462465,6.06,-4.71,3.82,-1.05,19.72,860.4,53.77,,2.0,-0.438452,-0.151349,-0.00236323,34.0618356,-106.884809,1414.7438,-13.9800134,2.20116722,-3.02097729,,1.95852,4.63107,15560.1,30.3374,11861.0,-0.039161,-1.0,11.0,-1263.0,90.0,,0.0,,2023-06-06 17:58:54+00:00,1.0234352332909773,0.013796170538549729,6.405556027583956,2.41764495455814,-5.9317906989556475,-1.05236323,112.17454233534991,0.28395581050767277,0.20061183148414297,6.891854677762983,140.4031760075794,5.133543875133734,-3.9668041507469995,-0.614163106,0.31025734192394855,0.33234745119698256,0.3262963647616539,-0.9452675189296043,-6.146926056274117,0.29879421695928565,1.9558074022151286,0.002712597784871429,0.002712597784871429,0.005099019513592785,True,4.51338589541162,,0.1176841045883803,0.7071067811865476,False
2023-06-06 10:58:54.200000-07:00,801.662465,6.1,-2.81,5.41,-0.71,20.3,860.68,55.95,,2.0,-0.432229,-0.214242,-0.0638179,34.0618352,-106.88481,1414.76345,-14.0775638,1.90798043,-3.62412268,,,,,,,,,,,,,,,2023-06-06 17:58:54.200000+00:00,1.0217448255206314,0.013763069786862994,6.23979350103826,4.349790366682446,-4.473739677441671,-0.7738179,134.19518545777356,0.31625705095934936,0.27513916890576307,,,,,,,,0.4441056721619309,-0.8959744147873864,,,,,,,,,,,,
2023-06-06 10:58:54.400000-07:00,801.862465,8.25,0.56,8.23,-0.11,21.33,861.18,59.8,,2.0,-0.507491,-0.242736,0.0641059,34.0618348,-106.884811,1414.82595,-14.1526402,1.54791014,-3.96016956,,,,,,,,,,,,,,,2023-06-06 17:58:54.400000+00:00,1.0187625702361378,0.01370469389054979,8.118720670958249,7.874388623720992,-1.9767724036059802,-0.04589410000000001,165.9077844385095,0.3879521372612501,0.4338807512515367,,,,,,,,0.4314886452375245,-0.9021183675278348,,,,,,,,,,,,
2023-06-06 10:58:54.600000-07:00,802.062465,6.83,-1.25,6.72,-0.43,20.78,860.91,57.73,,2.0,-0.534592,-0.27313,0.02308,34.0618344,-106.884812,1414.90322,-13.9474746,2.11549357,-5.29871925,,,,,,,,,,,,,,,2023-06-06 17:58:54.600000+00:00,1.0203488689848577,0.013735790591620972,6.834625491627932,5.947454545418763,-3.3674753215113604,-0.40692,150.48126709927436,0.34826924566616285,0.3471672565002285,,,,,,,,0.4549711727205263,-0.8905061661736594,,,,,,,,,,,,
2023-06-06 10:58:54.800000-07:00,802.262465,6.95,-1.07,6.87,-0.4,20.83,860.94,57.94,,2.0,-0.558521,-0.344846,-0.322287,34.0618341,-106.884814,1414.9201899999998,-13.8196653,3.94954547,-5.20182391,,,,,,,,,,,,,,,2023-06-06 17:58:54.800000+00:00,1.0202108783548738,0.01373297993046042,6.880525728561136,6.070696226371691,-3.238561660445616,-0.722287,151.92121615534882,0.35257809497416204,0.35614854314694516,,,,,,,,0.5253573962601051,-0.850881664037252,,,,,,,,,,,,
2023-06-06 10:58:55-07:00,802.462465,9.72,2.07,9.5,0.16,21.79,861.4,61.52,,2.0,-0.485166,-0.425611,-0.318946,34.0618336,-106.884815,1414.82803,-13.7117384,4.47235887,-3.11232786,,1.95814,5.30115,15475.7,30.3373,11817.0,-0.0442103,-1.0,13.0,-1231.0,90.0,,0.0,,2023-06-06 17:58:55+00:00,1.017433518824661,0.013678771676712389,9.322624123718093,9.294311463084615,-0.7260130710286732,-0.158946,175.53348436987181,0.4273557013097635,0.5101663362780793,7.532980338208006,154.07364870687746,6.5932130608402435,-2.801992490368314,-0.5046114,0.3836280183959794,0.3665806125538035,0.6594612763682637,-0.7517385349779141,-6.804177871225872,0.26598657323180686,1.9558155879760768,0.0023244120239231947,0.0023244120239231947,0.005099019513592785,True,4.529028251051411,,0.7721217489485888,0.7071067811865476,False
2023-06-06 10:58:55.200000-07:00,802.662465,8.82,1.16,8.74,-0.0,21.51,861.27,60.49,,2.0,-0.514711,-0.421932,-0.265293,34.061833,-106.884816,1414.74868,-13.9207771,4.49714111,-0.645888801,,,,,,,,,,,,,,,2023-06-06 17:58:55.200000+00:00,1.0182466386929931,0.013694554403563644,8.472743362460298,8.340440960513254,-1.49145052559841,-0.265293,169.86144126604833,0.4036858181771908,0.4645070796872476,,,,,,,,0.6339618695730092,-0.7733643047926991,,,,,,,,,,,,
2023-06-06 10:58:55.400000-07:00,802.862465,5.95,-3.66,4.7,-0.86,20.04,860.55,54.97,,2.0,-0.502556,-0.367412,-0.109611,34.0618325,-106.884817,1414.76724,-13.9313062,3.1766237,-0.99848471,,,,,,,,,,,,,,,2023-06-06 17:58:55.400000+00:00,1.0224964410933561,0.013777869722181807,6.154382984672573,3.3131621088128895,-5.186461873257511,-0.969611,122.570834643844,0.3010142026417381,0.2401508763673962,,,,,,,,0.5901836346691398,-0.8072690241603002,,,,,,,,,,,,
2023-06-06 10:58:55.600000-07:00,803.062465,8.86,1.21,8.78,0.0,21.52,861.27,60.54,,2.0,-0.56342,-0.337017,-0.0126996,34.0618321,-106.884818,1414.7787099999998,-14.0109858,1.76706935,-2.67423219,,,,,,,,,,,,,,,2023-06-06 17:58:55.600000+00:00,1.0182120832024888,0.013693971297526888,8.60909581757765,8.474722653791726,-1.5151259807495552,-0.0126996,169.86364909665073,0.40431563035227325,0.46671670699666734,,,,,,,,0.513336103819118,-0.858187651108898,,,,,,,,,,,,
2023-06-06 10:58:55.800000-07:00,803.262465,6.03,-3.08,5.18,-0.76,20.22,860.64,55.64,,2.0,-0.549163,-0.353238,0.139806,34.0618318,-106.884819,1414.8631799999998,-13.935207,2.22677135,-3.23183652,,,,,,,,,,,,,,,2023-06-06 17:58:55.800000+00:00,1.0219759499550076,0.013767620178450329,6.1944127962375175,3.9325683786094965,-4.785985357034827,-0.620194,129.40940382132763,0.31132194410179903,0.2640481108128644,,,,,,,,0.540979334021764,-0.8410358851805128,,,,,,,,,,,,
2023-06-06 10:58:56-07:00,803.462465,6.54,-1.75,6.3,-0.52,20.62,860.84,57.15,,2.0,-0.491802,-0.308,0.0550604,34.0618316,-106.88482,1414.90139,-14.0075688,3.2992124,-3.47617388,,1.95989,4.57069,15438.1,30.3382,11876.0,-0.0727096,-1.0,11.0,-1256.0,90.0,,0.0,,2023-06-06 17:58:56+00:00,1.0208215865879566,0.013744898677278714,6.538715341163962,5.381074064276498,-3.714679020796246,-0.4649396,145.38179011596344,0.33750071395038367,0.3234589871869966,7.191566276977399,151.74642099425273,6.225944619600743,-3.0696210933442734,-0.3699274,0.3642116004201664,0.35676929405932045,0.5307716807746836,-0.8475148511310096,-6.9058484744865964,0.2760387596988422,1.9558235734265113,0.004066426573488657,0.004066426573488657,0.005099019513592785,True,4.544693967699747,,0.02599603230025327,0.7071067811865476,False
2023-06-06 10:58:56.200000-07:00,803.662465,6.58,-1.68,6.36,-0.51,20.65,860.85,57.24,,2.0,-0.429789,-0.340896,-0.0368288,34.0618314,-106.884821,1414.8988299999999,-14.03433,3.81395056,-3.56736328,,,,,,,,,,,,,,,2023-06-06 17:58:56.200000+00:00,1.02072920743576,0.013743177224828868,6.509274979595165,5.421856392984507,-3.6019625225474887,-0.5468288,146.40227462132557,0.33891498505240986,0.3266528981569218,,,,,,,,0.6214270081377563,-0.7834720630354072,,,,,,,,,,,,
2023-06-06 10:58:56.400000-07:00,803.862465,8.35,0.67,8.33,-0.09,21.36,861.19,59.92,,2.0,-0.371923,-0.326253,-0.114975,34.0618311,-106.884821,1414.8277799999998,-13.9535692,3.22592676,-2.53538505,,,,,,,,,,,,,,,2023-06-06 17:58:56.400000+00:00,1.018670623529999,0.013702982642743333,8.1063324503127,7.91950160834149,-1.7303525855932498,-0.204975,167.6749873159963,0.3917931968397364,0.4401812989473816,,,,,,,,0.6594432492277507,-0.7517543488719881,,,,,,,,,,,,
2023-06-06 10:58:56.600000-07:00,804.062465,5.97,-4.22,4.23,-0.96,19.87,860.47,54.33,,2.0,-0.396374,-0.265306,-0.117665,34.0618307,-106.884822,1414.78372,-13.8540845,1.50442913,-2.09093056,,,,,,,,,,,,,,,2023-06-06 17:58:56.600000+00:00,1.022994547616899,0.01378758461151587,6.191672358971665,2.831158493212572,-5.506482378720926,-1.0776649999999999,117.20996657443635,0.29160230429808504,0.21879556627354452,,,,,,,,0.5562329764807,-0.8310263990243758,,,,,,,,,,,,
2023-06-06 10:58:56.800000-07:00,804.262465,7.21,-0.71,7.17,-0.34,20.94,860.99,58.35,,2.0,-0.362988,-0.217468,-0.0246329,34.0618304,-106.884823,1414.7758999999999,-12.685163,0.974378544,-1.99757972,,,,,,,,,,,,,,,2023-06-06 17:58:56.800000+00:00,1.0198885112794607,0.013726735448494632,7.124843270252179,6.621611194519377,-2.6301438771050973,-0.36463290000000004,158.33672578116182,0.36481963586434696,0.3772185326247621,,,,,,,,0.5139312442830678,-0.8578313797883927,,,,,,,,,,,,
2023-06-06 10:58:57-07:00,804.462465,7.33,-0.55,7.3,-0.31,20.99,861.01,58.53,,2.0,-0.423057,-0.236421,-0.0926624,34.0618302,-106.884824,1414.78542,-10.7274153,1.13714673,-2.26510419,,1.95707,3.94973,15471.8,30.3388,11864.0,-0.00942742,-1.0,10.0,-1237.0,90.0,,0.0,,2023-06-06 17:58:57+00:00,1.0197388304465251,0.01372388785538733,7.217429205918423,6.833627849170092,-2.322243475928218,-0.4026624,161.2309107443582,0.3763327174237883,0.3909389623357613,6.899519138955587,149.67657511507088,5.782573795046003,-3.172345097497874,-0.511530788,0.3454022831543228,0.35257599667500317,0.4878320405388485,-0.8729375122101829,-6.595397165025055,0.2809629570444402,1.9558313583274631,0.0012386416725369553,0.0012386416725369553,0.005099019513592785,True,4.560382849358852,,-0.6106528493588521,0.7071067811865476,False
2023-06-06 10:58:57.200000-07:00,804.662465,7.84,0.09,7.84,-0.19,21.18,861.11,59.26,,2.0,-0.45985,-0.278239,-0.00560304,34.0618299,-106.884825,1414.7666299999999,-10.6457703,2.63322789,-2.99491089,,,,,,,,,,,,,,,2023-06-06 17:58:57.200000+00:00,1.0191989131735215,0.013713175409726757,7.6626572299956335,7.443445890350329,-1.819733250185629,-0.19560304,166.2621028388291,0.3935620003162857,0.4207570524223448,,,,,,,,0.5176784006967439,-0.855575288009221,,,,,,,,,,,,
2023-06-06 10:58:57.400000-07:00,804.862465,6.33,-2.18,5.94,-0.6,20.49,860.77,56.67,,2.0,-0.347618,-0.254576,0.0829094,34.0618294,-106.884826,1414.8095899999998,-10.6003627,4.39509868,-3.37915057,,,,,,,,,,,,,,,2023-06-06 17:58:57.400000+00:00,1.0211904778748429,0.01375225438596005,6.300993629640035,5.183025547977644,-3.583122505549502,-0.5170906,145.34316963656892,0.33656332547251006,0.31930130211520147,,,,,,,,0.590844559177411,-0.8067854156406467,,,,,,,,,,,,
2023-06-06 10:58:57.600000-07:00,805.062465,8.21,0.51,8.2,-0.12,21.31,861.17,59.75,,2.0,-0.308909,-0.285668,0.0499758,34.061829,-106.884827,1414.8539099999998,-10.4094002,4.54038744,-2.6120664,,,,,,,,,,,,,,,2023-06-06 17:58:57.600000+00:00,1.0188199348993265,0.013705821440155046,7.976345032113428,7.8715221556696635,-1.2888828589604937,-0.0700242,170.70090968999028,0.40628992941987585,0.44117210998185674,,,,,,,,0.6789487010526992,-0.7341857131127331,,,,,,,,,,,,
2023-06-06 10:58:57.800000-07:00,805.262465,5.99,-3.29,5.01,-0.79,20.15,860.61,55.39,,2.0,-0.275052,-0.277893,0.0417185,34.0618286,-106.884828,1414.87502,-10.125684,2.8062462,-2.84217775,,,,,,,,,,,,,,,2023-06-06 17:58:57.800000+00:00,1.0221842259810916,0.01377162477050781,5.993631202087003,4.075665165997456,-4.3946067447845465,-0.7482815,132.84359022215463,0.31205046196218356,0.2757500561531979,,,,,,,,0.7107304746279456,-0.7034644215844431,,,,,,,,,,,,
2023-06-06 10:58:58-07:00,805.462465,8.5,0.83,8.46,-0.06,21.41,861.22,60.11,,2.0,-0.371305,-0.29972,-0.103251,34.0618281,-106.884829,1414.8533,-10.2788717,-0.0979628173,-3.21704047,,1.95843,4.81362,15638.9,30.3393,11864.0,-0.0298264,-1.0,10.0,-1237.0,90.0,,0.0,,2023-06-06 17:58:58+00:00,1.018533189482165,0.013700185572787892,8.241608713197037,8.172609354823487,-1.0642229629626172,-0.16325099999999998,172.58079071398728,0.4155044113937143,0.4559658583882483,7.120847848517885,149.36344774550233,5.811179326731211,-3.066073241587543,-0.65437714,0.35322157423317085,0.3565206283155373,0.6281085470655094,-0.7781257309093786,-6.447654970028183,0.25693853348093937,1.9558389424399625,0.002591057560037413,0.002591057560037413,0.005099019513592785,True,4.576094698596588,0.23752530140341221,0.23752530140341221,0.7071067811865476,True
2023-06-06 10:58:58.200000-07:00,805.662465,7.05,-0.93,6.98,-0.38,20.87,860.96,58.09,,2.0,-0.453824,-0.288996,-0.389481,34.0618277,-106.884831,1414.7127899999998,-10.427883,1.32733598,-2.96004095,,,,,,,,,,,,,,,2023-06-06 17:58:58.200000+00:00,1.0200957803011022,0.013730715948432119,6.926844732988259,6.407390928122018,-2.631828157222059,-0.7694810000000001,157.66965138084467,0.3676662633150449,0.37465094197176513,,,,,,,,0.5371386053193954,-0.8434939944513742,,,,,,,,,,,,
2023-06-06 10:58:58.400000-07:00,805.862465,6.09,-4.82,3.72,-1.06,19.69,860.38,53.65,,2.0,-0.539099,-0.261276,-0.460848,34.0618272,-106.884832,1414.5849899999998,-10.3872807,3.17906521,-1.88746201,,,,,,,,,,,,,,,2023-06-06 17:58:58.400000+00:00,1.0235162869436014,0.013797864328780133,6.465809562203697,2.528709029043425,-5.950825484007998,-1.520848,113.02229672053465,0.281092075486868,0.21856890467078613,,,,,,,,0.436131140724015,-0.8998831191275729,,,,,,,,,,,,
2023-06-06 10:58:58.600000-07:00,806.062465,7.13,-0.81,7.09,-0.35,20.91,860.98,58.23,,2.0,-0.626597,-0.206428,-0.461238,34.0618269,-106.884834,1414.47256,-10.3311227,2.63516925,-1.00683323,,,,,,,,,,,,,,,2023-06-06 17:58:58.600000+00:00,1.0199807135601386,0.013728452723181366,7.1506487682592725,6.623364609866658,-2.6949617904107193,-0.8112379999999999,157.85922522370362,0.37140380419630137,0.380789749321669,,,,,,,,0.31290034376282166,-0.9497859626637509,,,,,,,,,,,,
2023-06-06 10:58:58.800000-07:00,806.262465,6.79,-1.32,6.66,-0.44,20.76,860.9,57.65,,2.0,-0.68251,-0.127307,-0.420517,34.0618268,-106.884836,1414.4269,-10.4618869,2.17572635,-0.8443112,,,,,,,,,,,,,,,2023-06-06 17:58:58.800000+00:00,1.020406448940278,0.013736923336342376,6.956734213335911,6.182289099097407,-3.1898984952784604,-0.860517,152.70745662331473,0.3578724960193335,0.3574108047769775,,,,,,,,0.18336507224331794,-0.9830448872158396,,,,,,,,,,,,
